id,price
0,2867.7493537606297
1,5482.045691253358
2,9470.866114961722
3,3959.8141122416127
4,1646.3379787584015
5,5961.923023091648
6,4762.843930429451
7,4285.611786073816
8,5328.879486971049
9,15474.355529177863
10,4496.505163863874
11,811.7458429519105
12,3111.669980816951
13,1570.9090526750028
14,2514.2377624294177
15,1157.0403445145
16,1448.0174734723657
17,3934.122342297637
18,4091.6826089623523
19,895.3317744956544
20,2061.8359637495814
21,5257.951219456403
22,4189.543076812445
23,632.8929210063507
24,16633.969947577458
25,1073.755924937772
26,647.6921876850136
27,1017.8049510320569
28,1635.0743588275127
29,905.9160899200649
30,10160.624902532087
31,594.219927755316
32,4121.92383202915
33,746.4562808472358
34,667.0759141917869
35,2472.650311322153
36,6203.0628832183675
37,2671.622916467829
38,2825.0568222273023
39,671.4635196701058
40,494.6400280469345
41,8898.325935678131
42,872.6039142067925
43,1778.3774775544698
44,10442.59610185761
45,2477.9227894789956
46,981.2498092002244
47,868.4335463116633
48,1183.9243394299795
49,2846.6107522954235
50,605.9650933641316
51,4711.748403954418
52,2807.23118799977
53,7000.1096356071475
54,5519.138850795598
55,2241.1313730636707
56,8911.670594287029
57,2370.6482533257745
58,4314.213161429792
59,2929.437344700499
60,1197.372358814792
61,566.2013113716383
62,7041.12912944824
63,1160.0602709137147
64,8323.757248835864
65,18043.425452974403
66,937.4241637407581
67,11860.23566612511
68,5586.097211384821
69,9421.044400406048
70,464.43657566337447
71,675.4747263666837
72,814.3542876485394
73,1210.6464499627546
74,5074.273054815527
75,1866.681382040401
76,8594.343611427734
77,14446.202771956941
78,2763.7319996257042
79,6561.693207421662
80,11063.429936969134
81,2006.7773839110391
82,14472.205886978136
83,6733.50129469788
84,850.1470931134058
85,7701.199826185233
86,1021.6108357464392
87,12668.027181133091
88,8671.812006889255
89,16232.417224649735
90,5063.45499701097
91,1307.1908808980336
92,965.0798026393953
93,879.6283522817351
94,17283.65859168962
95,459.4470507275889
96,14276.989712972698
97,15825.358737559758
98,12794.697917875892
99,695.6036038250943
100,2580.4361597174525
101,806.1418050128456
102,674.3007587499177
103,485.32131171382935
104,1042.4969861931847
105,1726.8763740567977
106,1440.4973374703795
107,793.0620528919735
108,1064.4339402534574
109,681.252090244006
110,624.8809851041474
111,1084.1236112570393
112,1744.6008224164295
113,1685.4084221139528
114,1375.1349577492203
115,5123.623339832028
116,5131.862602458246
117,15239.782024158852
118,474.5059213494664
119,17158.627134388997
120,1387.4738696242648
121,1697.7748123410777
122,1089.701043358073
123,550.8226710072704
124,725.2720237697683
125,1345.5513651983547
126,1119.8392241029128
127,13348.575166620372
128,5533.62591814998
129,5004.161047630438
130,6414.930225893583
131,3181.6009099095627
132,6627.749017977958
133,1060.082529175339
134,3434.5490442005885
135,1062.3715454217765
136,595.04868503318
137,6951.547685159279
138,556.1626896791724
139,4363.904358079278
140,881.7718244887633
141,879.4692893074553
142,3585.3869271573258
143,4125.200463291165
144,777.7629226535496
145,6369.905855918987
146,15876.849305669995
147,5136.304097477638
148,2518.197311261217
149,1849.64037546795
150,2681.4959423393466
151,1770.1995119327346
152,11818.97408364248
153,2738.3486358871396
154,617.7553302864877
155,14273.405788786251
156,3229.338702049701
157,2878.734067059685
158,3851.730633521806
159,861.3860371601892
160,7414.399240228019
161,9627.584059203404
162,679.9679515945826
163,625.7443596845704
164,5543.512703954058
165,10788.160035959878
166,3173.386154825685
167,4548.37088175734
168,3358.78395663529
169,10687.559438273274
170,753.7944612223079
171,1632.045396441414
172,4671.493158316939
173,2190.829120282711
174,6281.709168736992
175,1836.6872546143236
176,4366.619326720322
177,3492.925703361429
178,2594.0151146870026
179,3500.2932320987397
180,3490.0603712470615
181,1657.4395746542293
182,895.0981002862168
183,1596.9105645070908
184,703.8727119772688
